accX,accY,accZ
-1.725,-10.039,-5.02
-1.882,-10.51,-4.549
-0.941,-10.824,-3.451
-1.412,-10.353,-4.235
-1.725,-10.353,-4.392
-2.51,-10.824,-3.294
-2.039,-11.294,-2.667
-2.039,-11.451,-3.294
-2.667,-11.451,-3.451
-2.51,-12.235,-3.137
-1.882,-12.078,-2.98
-1.882,-12.392,-3.294
-2.196,-13.176,-2.98
-2.353,-14.118,-1.725
-0.627,-15.059,-1.255
-0.471,-15.529,-1.098
-0.157,-18.039,0.157
0.314,-19.451,0.471
1.882,-20.706,0.627
2.98,-20.392,-0.784
2.824,-19.922,-1.412
2.196,-19.137,-3.451
2.824,-18.824,-4.235
2.51,-18.98,-5.647
2.98,-18.98,-6.118
3.137,-19.137,-5.02
2.824,-18.039,-4.863
4.235,-14.745,-7.059
2.98,-13.176,-9.569
1.098,-11.294,-9.882
-0.157,-9.569,-8
1.098,-5.647,-9.098
-1.569,-4.549,-9.725
-2.824,-5.49,-6.275
2.51,-6.745,-2.353
6.902,-4.392,-0.941
7.373,-3.137,-0.471
5.647,-2.824,0.471
4.549,-2.353,0.314
2.667,-1.098,-0.314
2.51,-0.941,-0.157
2.824,-1.255,-0.471
2.824,-1.882,-0.314
2.51,-2.667,-0.314
1.882,-2.98,-0.627
1.412,-3.451,-0.627
0.784,-3.922,-1.098
1.098,-4.235,-1.255
2.196,-5.02,-2.039
2.51,-5.02,-2.196
2.51,-6.118,-2.824
2.039,-7.373,-4.549
1.725,-8,-4.549
1.098,-8.784,-6.275
0.784,-9.412,-6.588
-0.157,-10.667,-7.059
-0.784,-11.608,-7.059
-1.725,-13.961,-7.059
-2.51,-15.059,-7.843
-5.333,-17.255,-10.039
-8.941,-17.569,-12.549
-10.039,-17.882,-13.176
-9.882,-18.667,-14.588
-10.039,-19.137,-14.431
-11.765,-19.922,-14.275
-12.392,-19.765,-13.647
-13.49,-19.608,-12.392
-13.804,-19.451,-11.765
-14.588,-17.725,-11.765
-15.843,-13.804,-13.804
-17.569,-11.451,-15.529
-22.118,-6.118,-16.941
-24.471,-3.765,-15.686
-27.451,-2.196,-11.294
-26.667,-3.137,-9.882
-21.176,-6.118,-8.627
-15.843,-11.608,-7.843
-12.549,-11.137,-5.804
14.902,-16.314,4.078
31.216,-17.569,3.608
36.863,-16.941,0.784
13.49,-14.902,0.627
-11.608,-10.51,-0.784
-5.02,-13.176,1.098
-5.804,-16.941,-1.098
-6.588,-9.098,-2.824
-3.451,-7.059,-1.412
-0.314,-9.569,-0.157
-0.314,-10.51,-3.608
1.255,-11.451,-9.255
0.314,-11.451,-8.784
0.314,-14.588,-3.608
1.725,-11.922,0
0.471,-9.569,-0.784
-0.784,-6.902,-3.765
-0.941,-8,-4.078
2.196,-9.255,-1.569
4.706,-8.471,-2.039
4.549,-8.784,-2.196
4.392,-9.725,-2.039
3.451,-9.882,-1.882
2.353,-9.569,-2.353
1.412,-9.098,-2.51
1.882,-9.412,-1.725
1.569,-8.627,-2.51
2.196,-8.784,-3.137
2.353,-9.255,-2.667
4.392,-9.098,-2.667
3.294,-9.569,-2.196
0.941,-9.255,-2.196
0.627,-8.941,-2.196
1.255,-9.569,-1.882
0.941,-9.412,-2.353
0.471,-8.941,-3.765
0,-8.941,-3.294
2.039,-9.569,-3.294
1.255,-8.784,-3.608
1.255,-8.784,-3.765
0.784,-9.569,-2.824
1.882,-9.569,-2.98
0.471,-9.255,-3.451
-0.314,-9.098,-3.922
-0.314,-9.569,-2.667
1.255,-9.255,-4.235
1.098,-8.784,-5.02
-0.157,-9.882,-3.451
-0.627,-10.667,-2.353
-0.157,-9.882,-3.137
-0.471,-9.725,-3.451
-1.882,-9.255,-3.137
-1.882,-9.569,-2.196
-0.471,-10.039,-2.51
-2.196,-9.255,-3.137
-2.667,-9.098,-2.98
-0.627,-9.725,-2.039
-0.157,-9.725,-2.98
-0.784,-9.255,-3.608
-1.098,-9.255,-3.922
-0.941,-10.196,-3.137
0,-10.51,-4.392
-0.627,-10.353,-4.863
-1.412,-10.667,-4.078
-1.412,-10.98,-3.294
-1.098,-10.667,-3.608
-1.569,-10.667,-3.765
-2.51,-11.294,-2.824
-2.196,-11.765,-2.51
-1.882,-11.922,-4.078
-2.353,-12.863,-4.235
-2.039,-13.49,-3.765
-0.784,-14.431,-2.824
-0.471,-14.745,-2.51
-0.471,-14.902,-2.667
-0.627,-15.373,-1.882
1.098,-17.725,-0.627
1.412,-18.196,-0.627
2.039,-19.608,-0.627
2.353,-19.765,-1.255
2.353,-18.824,-2.98
1.098,-17.569,-4.549
0.157,-17.725,-4.392
0.784,-18.196,-5.647
3.608,-17.882,-6.745
3.137,-18.196,-3.922
1.098,-16,-5.804
1.725,-15.373,-7.686
-0.941,-13.333,-8.784
-2.039,-12.235,-8
0.314,-8.471,-8.471
1.255,-5.49,-7.529
0.627,-5.804,-6.745
0.941,-7.059,-3.765
5.804,-7.686,-1.882
6.588,-4.392,0
5.961,-3.451,0.627
3.765,-2.667,0.314
2.98,-2.196,0.471
2.51,-1.412,0.157
2.824,-1.412,-0.157
2.98,-2.196,0
2.667,-3.137,0.157
2.667,-3.451,0.471
1.569,-3.765,0.471
1.412,-4.078,0.314
0.784,-4.392,0.157
0.784,-4.706,-0.314
1.098,-5.176,-0.941
0.941,-5.49,-1.098
1.255,-6.275,-2.039
1.098,-7.843,-2.98
1.098,-8.471,-3.608
0.471,-9.569,-4.706
0.157,-9.882,-5.02
-0.314,-11.137,-5.647
-0.941,-12.235,-5.804
-1.725,-14.588,-5.961
-3.922,-17.098,-7.059
-5.961,-18.039,-8.314
-9.725,-18.196,-11.451
-11.137,-18.196,-13.176
-11.922,-18.51,-14.745
-12.392,-18.667,-15.373
-14.588,-19.294,-14.275
-15.686,-19.294,-14.118
-16.157,-18.824,-12.863
-16.784,-17.882,-11.765
-16.627,-16.941,-12.078
-16.784,-12.706,-14.902
-17.725,-10.196,-17.412
-23.059,-3.922,-19.922
-26.196,-1.098,-18.196
-29.333,-0.314,-13.176
-21.961,-6.588,-10.196
-20.078,-8.784,-9.412
-14.431,-8.784,-3.608
3.608,-13.804,-0.157
44.706,-20.235,3.451
58.196,-23.373,5.804
-10.51,-16.941,-5.804
-20.863,-11.137,-5.333
1.255,-13.804,1.569
-6.118,-13.804,-1.255
-7.216,-6.745,-1.255
3.451,0.471,-11.922
2.196,-4.078,-11.608
-5.333,-13.804,-8
-5.804,-18.98,-2.98
-1.569,-15.373,-0.941
-1.569,-11.451,-0.784
0.784,-8.471,-3.137
-0.314,-8.627,-2.824
-2.51,-8.941,-2.667
0.314,-9.412,-1.255
2.196,-9.725,-1.255
3.608,-9.725,-2.039
3.137,-9.882,-2.51
4.706,-9.882,-1.882
3.608,-9.098,-2.98
2.98,-8.627,-2.824
1.255,-7.843,-2.667
2.353,-8,-2.353
2.353,-8.627,-2.667
2.667,-8.627,-2.51
2.353,-9.255,-2.039
2.039,-9.725,-1.255
1.725,-9.882,-1.882
0.627,-9.569,-2.039
-0.471,-9.098,-2.51
0.471,-9.569,-2.51
-0.157,-9.098,-3.137
0,-9.255,-3.608
-0.471,-9.098,-3.765
0.157,-8.784,-2.98
0.157,-8.627,-3.451
-0.314,-8.471,-4.078
-0.784,-9.412,-3.294
-0.157,-9.725,-2.98
-1.098,-9.098,-4.078
-1.098,-9.412,-4.078
-1.412,-9.255,-3.608
-0.627,-9.725,-3.137
-0.784,-9.412,-3.608
-1.725,-9.098,-4.235
-0.627,-8.941,-4.549
-0.627,-10.353,-2.667
-2.039,-10.667,-2.039
-2.196,-9.255,-3.137
-1.255,-9.569,-2.667
0.314,-9.569,-2.667
-0.157,-9.725,-3.294
-1.569,-9.882,-3.765
-1.098,-10.824,-4.078
-0.471,-11.137,-4.392
-0.784,-10.667,-4.549
-1.255,-10.824,-4.863
-0.941,-11.608,-4.078
-0.471,-11.294,-3.765
-1.412,-10.353,-3.922
-2.51,-10.824,-3.922
-2.196,-11.294,-3.765
-1.569,-11.137,-4.235
-2.196,-10.667,-5.02
-2.824,-11.608,-4.549
-2.51,-12.235,-3.765
-1.882,-12.706,-3.922
-2.039,-13.176,-3.765
-2.667,-12.863,-3.922
-1.725,-13.961,-2.039
-1.255,-14.431,-2.039
-1.255,-14.902,-1.882
-1.255,-15.373,-1.882
-0.471,-16.157,-2.667
0.157,-16.157,-3.294
0.784,-15.843,-6.118
0.784,-16.627,-6.275
1.569,-17.255,-5.333
4.235,-17.412,-5.49
4.549,-16.784,-5.333
5.02,-15.529,-5.333
3.451,-14.745,-3.922
-0.157,-13.333,-2.196
-1.569,-12.706,-3.608
-3.922,-10.353,-8.314
-5.333,-8.941,-8.627
-4.392,-6.588,-10.824
-0.314,-3.765,-5.647
1.412,-5.49,-2.353
3.294,-7.059,-1.725
4.863,-6.431,-0.314
7.216,-4.706,1.569
4.863,-3.137,2.039
3.137,-2.824,1.882
1.098,-2.196,1.255
0.784,-2.039,0.941
0.314,-2.196,0.627
0.314,-2.98,0.471
0.471,-3.608,0.941
0.627,-3.922,0.784
0.314,-4.235,0.941
0.314,-5.02,0.784
0.471,-5.333,0.784
0.784,-5.961,0.314
0.784,-6.588,0.471
0,-7.686,-0.314
-0.627,-8.471,-0.314
-1.725,-8.941,-0.784
-2.196,-10.196,-1.412
-3.765,-10.353,-1.882
-5.49,-11.294,-2.196
-5.333,-12.235,-1.882
-5.176,-13.176,-1.098
-5.176,-13.647,-0.627
-6.431,-15.059,-1.412
-7.686,-15.529,-2.353
-10.824,-15.686,-4.863
-10.196,-15.843,-6.118
-10.51,-16.157,-7.059
-10.51,-17.098,-9.255
-10.824,-17.569,-10.039
-11.765,-17.569,-11.765
-12.549,-16.941,-12.863
-13.02,-17.255,-16.314
-18.51,-15.373,-13.961
-18.824,-14.588,-13.49
-18.667,-11.608,-13.804
-17.882,-9.882,-15.216
-17.412,-5.961,-17.255
-18.98,-3.922,-17.725
-22.588,-2.353,-16.471
-22.431,-3.765,-16
-20.235,-5.49,-16.471
2.98,-16.784,0.784
21.02,-21.804,2.667
15.373,-18.51,-4.235
2.51,-11.765,-7.216
-4.078,-7.059,-4.549
3.294,-10.51,-2.039
1.725,-12.078,-1.412
1.569,-10.039,-1.569
1.569,-8.941,0.784
1.569,-9.725,-1.725
2.353,-9.412,-5.647
2.353,-9.882,-4.549
2.667,-10.51,-3.765
0.157,-10.51,-1.412
-0.941,-9.255,-1.569
0.314,-7.843,-2.824
1.725,-8.627,-2.98
2.51,-8.784,-3.608
2.98,-9.255,-2.039
3.922,-9.098,-2.353
2.353,-8.941,-2.98
1.412,-9.255,-3.608
1.098,-9.882,-1.882
1.882,-10.196,-2.51
1.098,-9.412,-2.824
0.627,-9.412,-2.51
1.098,-9.725,-1.882
1.882,-9.412,-2.353
1.725,-9.412,-2.51
0.627,-9.255,-2.51
1.098,-9.725,-2.196
2.039,-9.569,-2.51
0.471,-9.098,-3.137
0.314,-9.098,-3.294
1.098,-9.725,-2.51
1.255,-9.569,-3.294
0.157,-9.098,-4.078
-0.627,-8.941,-3.451
0.471,-9.569,-2.51
1.255,-9.412,-3.294
0.314,-8.941,-4.078
0.314,-9.412,-4.235
0.941,-9.725,-3.608
1.098,-9.412,-3.765
0.157,-8.784,-3.922
-1.412,-8.627,-3.451
-1.725,-8.941,-2.824
-1.569,-8.627,-2.98
-2.824,-8.941,-3.765
-2.98,-9.725,-3.294
-1.098,-9.882,-2.824
-1.255,-9.569,-3.294
-2.039,-9.255,-3.922
-2.196,-9.569,-2.98
-0.627,-9.725,-2.353
-1.098,-9.255,-3.137
-2.039,-9.255,-2.98
-1.882,-9.725,-2.353
-1.098,-9.725,-2.824
-1.412,-9.569,-3.608
-1.569,-9.569,-4.392
-1.882,-10.196,-4.078
-1.255,-10.51,-3.608
-1.725,-10.353,-4.706
-2.51,-10.353,-4.078
-2.196,-10.51,-3.451
-1.569,-10.51,-3.608
-1.725,-10.667,-3.451
-2.667,-10.98,-3.608
-2.353,-11.294,-3.608
-2.196,-11.765,-4.078
-2.51,-12.078,-4.549
-2.51,-12.863,-3.765
-1.569,-13.49,-2.667
-0.941,-13.49,-2.667
-0.941,-13.961,-2.824
-0.784,-14.588,-2.51
0.157,-15.059,-1.882
0.157,-15.373,-1.882
0.471,-16.314,-1.882
0.784,-16.627,-3.294
0.157,-16.471,-4.235
-0.314,-16.627,-5.49
0.314,-17.255,-5.176
0.471,-17.569,-4.549
0.627,-17.882,-4.549
3.608,-17.098,-6.118
5.176,-16.471,-6.902
3.765,-15.686,-4.863
2.353,-14.275,-6.431
0.941,-13.49,-8.314
-2.353,-11.608,-8.314
-1.098,-9.882,-8.941
-0.314,-5.333,-6.745
-1.725,-5.333,-5.647
-1.412,-7.686,-3.608
0.941,-8.314,-2.667
4.863,-6.118,-0.314
5.333,-3.922,0.471
5.02,-3.608,0.471
4.235,-2.98,0.157
3.451,-2.51,0
2.98,-2.039,-0.314
2.51,-2.196,-0.314
1.725,-2.98,-0.627
1.412,-3.765,-0.314
1.098,-4.235,-0.471
0.941,-5.02,-0.471
1.098,-5.02,-0.627
1.412,-5.176,-0.784
0.941,-5.647,-0.941
1.098,-6.118,-1.725
0.941,-6.275,-1.882
0.784,-7.529,-2.824
0.627,-8.784,-3.765
0.157,-9.569,-4.392
-0.627,-10.51,-5.176
-1.255,-11.137,-5.176
-2.98,-12.549,-5.02
-3.294,-13.176,-5.333
-4.706,-15.373,-6.588
-8,-16.627,-9.098
-9.725,-17.098,-10.039
-12.863,-17.255,-11.451
-14.275,-17.569,-12.392
-15.059,-18.667,-13.176
-14.902,-18.353,-13.333
-14.431,-17.569,-13.02
-14.118,-17.412,-12.549
-15.843,-16.784,-10.824
-16.471,-16.471,-9.882
-16.471,-15.529,-10.353
-16.941,-11.765,-11.922
-17.882,-9.725,-13.961
-21.02,-5.02,-15.059
-22.902,-3.765,-13.647
-24.157,-3.451,-10.353
-21.333,-5.49,-8.157
-19.608,-6.275,-7.373
-16.784,-7.529,-6.902
-13.804,-9.882,-7.059
6.118,-14.275,-0.471
24,-15.843,0.471
57.882,-18.824,0.784
35.451,-17.098,-1.569
-18.039,-10.824,-5.961
0.157,-13.176,-4.392
-0.941,-17.412,-5.02
-3.765,-11.451,-4.078
-1.569,-8,-1.412
1.725,-8.471,0.627
0,-9.255,-0.941
-0.784,-9.882,-4.392
-0.157,-10.196,-3.294
1.569,-12.392,-2.824
0.784,-11.451,-1.725
0.941,-10.039,-1.725
-0.314,-8.314,-4.549
-1.098,-8.627,-4.706
-1.569,-10.196,-2.98
0.157,-10.353,-2.196
2.196,-8.627,-2.51
2.667,-8.471,-3.294
2.51,-8.941,-2.824
4.078,-10.196,-2.353
3.608,-9.882,-2.667
3.451,-8.941,-2.353
2.98,-8.471,-2.353
3.451,-8.627,-2.353
2.353,-8.784,-2.667
1.569,-8.627,-3.608
2.824,-9.255,-2.51
2.98,-9.569,-2.51
0.784,-8.941,-2.824
0.471,-9.098,-2.98
0.784,-9.255,-1.725
1.725,-9.569,-2.51
0.941,-9.569,-3.137
-0.627,-8.941,-3.608
0,-9.412,-2.824
0.784,-9.098,-2.98
0.471,-8.784,-3.294
-0.314,-9.255,-3.294
0.157,-9.412,-2.98
0.784,-9.412,-4.235
-0.157,-9.098,-4.235
-1.098,-9.569,-4.078
-0.314,-9.725,-3.765
0.627,-9.412,-4.549
-0.784,-9.882,-2.98
-1.569,-10.353,-2.353
-0.941,-10.667,-1.725
-0.314,-10.51,-2.51
-0.941,-9.412,-3.137
-1.569,-10.196,-2.039
-0.941,-10.353,-1.569
-0.471,-9.255,-3.451
-0.941,-9.255,-3.922
-1.569,-9.569,-3.451
-0.627,-10.039,-2.98
-0.314,-9.725,-4.392
-0.471,-9.725,-4.235
-1.412,-10.039,-4.078
-0.627,-10.824,-4.078
-1.412,-10.353,-4.863
-2.196,-9.882,-4.235
-2.196,-10.039,-3.922
-1.412,-10.353,-3.608
-1.725,-9.882,-4.078
-3.137,-10.039,-3.451
-2.98,-10.353,-2.51
-2.353,-10.51,-3.137
-2.824,-10.51,-3.922
-2.824,-10.667,-3.922
-2.353,-11.451,-3.137
-1.882,-12.078,-2.98
-1.255,-12.549,-3.137
-1.412,-13.176,-3.294
-0.784,-14.588,-1.412
0,-15.843,-1.882
-0.314,-16.314,-2.196
-0.471,-16.941,-2.51
0.157,-17.725,-3.294
0.627,-17.412,-4.235
0.627,-17.098,-4.863
1.882,-17.255,-5.961
2.196,-17.569,-5.961
1.569,-17.098,-5.647
1.255,-16,-4.392
0.784,-15.686,-3.922
0,-14.745,-5.176
0.314,-13.961,-6.745
-2.039,-11.608,-8.157
-2.98,-10.196,-8.471
-1.098,-7.216,-9.725
1.569,-4.235,-6.745
0,-4.863,-6.902
3.294,-7.529,-2.824
4.706,-6.745,-1.882
5.176,-4.078,-0.157
4.392,-3.294,0.157
2.51,-2.51,0
1.725,-1.412,-0.314
1.098,-1.412,-0.157
1.569,-1.882,-0.471
1.569,-2.196,-0.471
1.098,-3.294,0
0.941,-3.608,0
0.314,-4.235,0.157
0.471,-4.706,0
0.471,-4.863,0
0.784,-5.333,-0.314
0.784,-5.647,-0.784
0.471,-6.118,-1.882
0.471,-6.275,-2.039
0.471,-7.373,-2.98
0.471,-7.686,-3.137
0.627,-8.627,-3.765
0.471,-8.941,-4.078
-0.784,-10.196,-4.706
-2.667,-11.451,-4.549
-3.137,-12.235,-4.706
-3.922,-14.431,-5.647
-4.863,-15.059,-5.961
-7.686,-16.157,-8.157
-8.471,-16.157,-9.255
-9.255,-16.471,-10.98
-10.196,-16.314,-11.922
-11.294,-16.471,-13.02
-12.706,-16,-13.333
-12.863,-15.529,-13.02
-13.49,-16,-11.608
-14.275,-16,-11.137
-16.627,-15.843,-10.039
-16.941,-15.216,-10.039
-15.529,-12.549,-10.667
-15.686,-9.412,-13.02
-16.941,-7.216,-13.647
-20.235,-4.392,-13.333
-21.333,-3.451,-12.549
-20.549,-5.49,-11.294
-20.549,-5.961,-10.667
-18.196,-5.49,-10.039
0.941,-12.863,-2.039
19.294,-16,-1.098
42.51,-22.431,4.549
15.529,-19.451,-3.137
-14.431,-10.196,-5.804
-7.059,-10.196,-2.98
0,-15.059,-1.098
-1.882,-13.49,-2.51
-0.157,-7.373,0.157
-0.627,-9.255,0.941
-0.314,-10.353,-0.471
0.314,-10.039,-6.588
-0.784,-10.039,-7.059
-0.471,-12.706,-4.706
0.471,-13.333,-2.824
1.882,-10.196,-2.51
1.255,-7.373,-5.49
-0.157,-7.059,-4.706
1.412,-8.941,-2.667
2.51,-8.471,-2.196
3.608,-8.314,-2.98
2.98,-8.941,-2.667
3.765,-10.196,-1.725
3.294,-10.196,-1.882
1.412,-9.725,-2.51
1.725,-9.569,-1.725
2.667,-9.569,-1.882
1.569,-8.941,-2.667
1.098,-8.471,-3.294
1.882,-9.412,-2.353
2.98,-9.725,-2.353
2.353,-9.725,-2.51
1.412,-9.412,-2.98
0.627,-9.725,-2.039
0.627,-9.255,-2.51
0.471,-9.098,-2.824
-0.314,-9.098,-3.451
0.157,-9.412,-2.667
0.941,-9.255,-3.608
0.784,-9.255,-3.294
-0.471,-8.941,-4.235
0.627,-9.569,-3.137
0.941,-9.098,-4.078
0,-8.941,-4.235
-0.627,-9.098,-4.706
-0.314,-9.882,-3.608
0.157,-9.725,-4.392
-0.471,-9.882,-3.451
-0.941,-10.039,-3.294
-1.569,-10.51,-2.824
-0.784,-9.882,-2.98
-0.941,-9.412,-3.294
-1.882,-9.569,-2.824
-1.569,-9.725,-2.51
-0.941,-9.412,-3.451
-1.255,-9.255,-3.922
-1.882,-9.569,-3.608
-0.471,-9.725,-2.51
-0.157,-9.255,-3.451
-1.098,-8.941,-3.608
-1.725,-8.941,-3.137
-0.157,-9.569,-2.039
-0.157,-9.255,-2.824
-1.098,-9.412,-3.451
-1.255,-9.725,-3.451
-0.471,-10.51,-3.608
-1.255,-10.039,-4.549
-1.882,-9.725,-4.549
-2.667,-10.51,-3.608
-2.039,-10.353,-2.824
-2.196,-10.353,-3.137
-2.667,-10.51,-3.294
-3.137,-11.137,-3.137
-2.196,-11.608,-2.824
-2.353,-12.078,-3.294
-2.98,-13.02,-3.137
-2.353,-13.961,-2.353
-0.471,-14.431,-2.51
-0.471,-14.118,-2.667
-0.941,-15.529,-2.196
-0.314,-16.157,-2.039
0.941,-16.941,-2.196
1.569,-17.412,-3.765
1.412,-17.725,-4.392
0.941,-17.725,-5.49
0.471,-17.412,-5.961
-0.314,-17.882,-5.176
0.157,-17.569,-6.118
2.353,-17.098,-7.059
2.667,-16.941,-5.49
3.294,-16.784,-5.333
2.039,-14.588,-6.902
0.314,-13.176,-7.059
-2.039,-10.824,-8.941
-2.51,-9.882,-9.255
1.725,-7.373,-7.059
0.471,-6.275,-6.745
0.314,-8,-2.824
4.392,-8,-1.098
4.863,-6.588,-0.471
4.706,-4.706,0.471
4.235,-4.235,0.314
2.667,-3.137,0.157
2.196,-2.824,0
1.725,-2.824,0
1.569,-3.294,0.471
0.784,-3.765,0.157
0.157,-4.078,0.471
0.157,-4.235,0.314
0.157,-4.706,0.314
0.471,-4.863,0.471
0.784,-5.02,0
0.941,-5.333,0
0.784,-6.118,-0.471
0,-6.902,-1.412
2.667,-9.255,0.157
-4.235,-9.412,-3.137
-0.314,-7.529,-2.51
-0.314,-9.569,-3.451
-0.157,-9.725,-3.608
-1.412,-10.51,-4.078
-1.882,-11.137,-4.235
-2.98,-13.176,-4.235
-4.706,-15.059,-5.333
-6.275,-15.686,-6.588
-10.039,-15.843,-9.882
-10.98,-15.843,-10.667
-11.451,-16.314,-12.863
-11.608,-16.471,-13.333
-12.863,-16.471,-13.961
-16.471,-17.098,-13.804
-17.725,-17.098,-13.02
-18.98,-16.784,-11.608
-19.294,-15.686,-10.51
-18.98,-14.745,-9.569
-17.725,-13.647,-10.196
-15.059,-10.667,-12.078
-14.118,-8.941,-13.961
-16.471,-4.392,-16.157
-19.765,-2.353,-14.118
-20.549,-2.196,-12.392
-20.706,-4.549,-9.098
-17.098,-8.471,-9.098
-16.314,-7.529,-6.431
-8.627,-8.784,-2.196
24.471,-16.941,1.412
51.294,-20.549,2.196
22.431,-19.294,-2.667
-16.471,-10.196,-8
-4.706,-11.294,-1.882
-2.196,-17.255,-1.725
-5.647,-15.216,-2.667
-1.569,-5.49,-2.51
0.784,-4.235,-0.784
-2.039,-9.255,-4.706
-3.765,-12.549,-3.608
-2.353,-13.804,-1.882
-0.157,-12.706,-1.725
0.314,-11.294,-1.882
1.255,-9.255,-2.98
1.569,-8.314,-3.608
-0.471,-7.686,-4.549
-0.314,-8.627,-2.824
2.039,-9.255,-2.667
4.078,-8.941,-2.51
4.706,-8.471,-3.137
3.922,-8.941,-2.51
4.078,-9.569,-2.039
2.824,-9.412,-2.667
1.725,-9.098,-3.137
0.157,-8.941,-2.667
1.412,-9.569,-2.51
0.627,-9.255,-2.51
1.098,-9.569,-2.353
1.098,-9.882,-2.039
3.451,-10.196,-1.255
1.882,-9.412,-1.725
0.314,-9.569,-2.51
-0.157,-9.569,-2.196
1.255,-9.725,-1.882
-0.157,-9.098,-3.137
0,-9.098,-3.608
0.471,-9.255,-2.51
1.725,-9.255,-3.137
0.627,-8.941,-3.451
-0.157,-8.784,-4.078
-0.471,-9.412,-2.667
-0.157,-9.098,-4.078
-0.157,-8.941,-4.078
-1.412,-9.098,-3.922
-1.255,-9.569,-2.98
-0.471,-9.412,-3.765
-0.627,-9.412,-3.765
-2.196,-9.569,-3.922
-1.569,-9.882,-3.137
-0.157,-9.882,-3.608
-2.196,-9.725,-3.294
-2.196,-9.882,-3.294
-0.784,-10.039,-2.51
-0.471,-9.569,-3.294
-0.784,-9.098,-3.608
-1.569,-9.255,-3.922
-0.471,-9.725,-2.51
-0.471,-9.255,-3.765
-0.627,-9.098,-4.392
-0.941,-9.882,-3.922
-0.627,-10.196,-3.922
-0.627,-9.725,-5.02
-1.098,-9.882,-5.02
-1.882,-10.196,-4.706
-1.725,-10.353,-4.078
-1.412,-9.882,-4.235
-2.51,-9.725,-4.235
-2.667,-10.196,-3.137
-2.039,-10.196,-2.98
-2.196,-9.882,-3.922
-3.451,-10.196,-4.392
-4.078,-10.353,-4.235
-3.137,-11.451,-3.294
-2.824,-11.922,-3.137
-2.98,-12.392,-3.294
-2.353,-12.863,-2.353
-2.196,-13.02,-1.882
-2.039,-13.333,-2.196
-1.882,-13.647,-2.51
-1.569,-14.118,-1.412
-1.412,-14.745,-1.569
-0.471,-15.529,-1.725
-0.471,-15.059,-3.294
-0.784,-15.373,-4.235
0.314,-16.471,-4.549
0.941,-16.784,-4.863
1.882,-16.941,-6.118
1.725,-16.784,-5.647
2.353,-16,-5.804
2.039,-15.059,-4.549
0.784,-14.588,-2.98
-1.882,-12.863,-4.549
-2.824,-11.922,-6.745
-3.608,-9.882,-9.098
-2.824,-9.098,-9.412
0.314,-6.118,-7.216
1.725,-4.706,-5.176
0.941,-7.059,-3.294
4.392,-7.059,-0.627
5.333,-6.118,0
4.078,-4.078,0.627
3.137,-3.922,0.627
1.255,-2.98,0.314
0.941,-2.51,0.314
0.627,-3.137,0.157
0.784,-4.235,0.471
0.627,-4.706,0.784
0.627,-5.647,1.098
0.314,-6.118,0.941
0.471,-6.275,1.412
0.471,-6.588,1.882
1.098,-7.059,1.255
0.941,-7.216,1.098
0.471,-7.843,0.784
-0.471,-8.941,0
-0.941,-9.569,0
-1.569,-10.039,-0.314
-1.725,-10.196,-0.471
-2.196,-10.98,-0.784
-2.667,-11.451,-1.255
-3.765,-12.235,-1.882
-4.392,-12.706,-2.039
-5.961,-13.49,-2.039
-7.529,-14.431,-2.667
-9.098,-14.902,-3.608
-12.078,-15.373,-6.588
-13.647,-15.529,-8.157
-15.373,-15.686,-10.98
-16.157,-16,-12.078
-15.686,-16.627,-13.176
-15.686,-16.157,-14.118
-15.843,-15.686,-14.588
-16.157,-14.275,-14.588
-16,-13.176,-14.745
-16,-12.235,-13.961
-16.157,-11.137,-14.275
-16.784,-8.941,-14.902
-17.725,-7.216,-15.059
-18.824,-4.392,-14.902
-19.294,-3.451,-13.333
-17.725,-5.49,-12.863
-17.098,-6.431,-12.078
-16.784,-5.961,-10.824
3.137,-14.902,1.255
19.137,-18.667,5.647
45.961,-18.824,3.608
7.059,-12.392,-3.294
-8.941,-9.255,-3.294
-1.098,-10.824,-1.412
-0.941,-12.863,-2.196
-4.235,-12.235,-2.667
-4.078,-9.098,-1.255
0,-7.686,0.471
0,-9.255,0
-2.353,-10.51,-1.882
-3.451,-10.667,-4.235
-3.294,-10.51,-3.608
-0.471,-9.882,-3.608
0.314,-10.51,-2.824
0.314,-9.882,-3.451
-0.314,-9.255,-4.235
-2.196,-8.471,-3.765
-1.098,-9.725,-3.137
-0.314,-9.725,-2.824
1.255,-9.098,-3.608
1.255,-9.412,-2.667
3.137,-10.51,-1.725
2.98,-10.353,-1.882
1.255,-9.882,-2.039
0,-9.882,-2.039
0.784,-10.196,-1.725
0.314,-8.941,-2.824
0.627,-8.471,-3.608
-0.157,-8.941,-3.294
1.255,-9.098,-3.137
1.412,-9.098,-2.98
1.569,-9.255,-3.137
0.941,-9.412,-2.824
2.196,-9.725,-2.667
1.255,-8.784,-3.137
-0.471,-9.412,-3.451
-0.471,-9.412,-2.98
1.098,-9.412,-2.98
0.471,-8.784,-3.137
0,-8.941,-3.137
-0.157,-9.098,-3.137
1.098,-9.725,-3.137
0.157,-8.784,-4.549
-1.255,-8.941,-4.706
-0.627,-9.725,-3.451
0.157,-9.412,-4.078
0,-8.784,-4.706
-0.784,-9.255,-3.765
-0.941,-9.569,-2.353
-1.098,-9.725,-2.039
-2.667,-9.412,-3.137
-2.98,-9.725,-3.451
